observation,age,value,region,sex
Prevalence -> Diabetes,60_69,0.0749934,South Asia,M
Prevalence -> Diabetes,70_79,0.084009,South Asia,M
Prevalence -> Diabetes,80_100,0.1277893,South Asia,M
DiabeticRetinopathy -> Disability,0_4,0.338,South Asia,M
DiabeticRetinopathy -> Disability,5_9,0.338,South Asia,M
DiabeticRetinopathy -> Disability,10_14,0.338,South Asia,M
DiabeticRetinopathy -> Disability,15_19,0.338,South Asia,M
DiabeticRetinopathy -> Disability,20_24,0.338,South Asia,M
DiabeticRetinopathy -> Disability,25_29,0.338,South Asia,M
DiabeticRetinopathy -> Disability,30_39,0.338,South Asia,M
DiabeticRetinopathy -> Disability,40_49,0.338,South Asia,M
DiabeticRetinopathy -> Disability,50_59,0.338,South Asia,M
DiabeticRetinopathy -> Disability,60_69,0.338,South Asia,M
DiabeticRetinopathy -> Disability,70_79,0.338,South Asia,M
DiabeticRetinopathy -> Disability,80_100,0.338,South Asia,M
DiabeticRetinopathy -> Deceased,0_4,0.0,South Asia,M
DiabeticRetinopathy -> Deceased,5_9,0.0,South Asia,M
DiabeticRetinopathy -> Deceased,10_14,0.0,South Asia,M
DiabeticRetinopathy -> Deceased,15_19,0.0,South Asia,M
DiabeticRetinopathy -> Deceased,20_24,0.0004,South Asia,M
DiabeticRetinopathy -> Deceased,25_29,0.0025,South Asia,M
DiabeticRetinopathy -> Deceased,30_39,0.0091,South Asia,M
DiabeticRetinopathy -> Deceased,40_49,0.0166,South Asia,M
DiabeticRetinopathy -> Deceased,50_59,0.0302,South Asia,M
DiabeticRetinopathy -> Deceased,60_69,0.0429,South Asia,M
DiabeticRetinopathy -> Deceased,70_79,0.0642,South Asia,M
DiabeticRetinopathy -> Deceased,80_100,0.0934,South Asia,M
Prevalence -> DiabeticRetinopathy,0_4,0.0,South Asia,M
Prevalence -> DiabeticRetinopathy,5_9,0.0,South Asia,M
Prevalence -> DiabeticRetinopathy,10_14,0.0,South Asia,M
Prevalence -> DiabeticRetinopathy,15_19,0.0,South Asia,M
Prevalence -> DiabeticRetinopathy,20_24,0.0002,South Asia,M
Prevalence -> DiabeticRetinopathy,25_29,0.0002,South Asia,M
Prevalence -> DiabeticRetinopathy,30_39,0.0002,South Asia,M
Prevalence -> DiabeticRetinopathy,40_49,0.0003,South Asia,M
Prevalence -> DiabeticRetinopathy,50_59,0.0007,South Asia,M
Prevalence -> DiabeticRetinopathy,60_69,0.0014,South Asia,M
Prevalence -> DiabeticRetinopathy,70_79,0.0017,South Asia,M
Prevalence -> DiabeticRetinopathy,80_100,0.0018,South Asia,M
LowerExtrmAmpt -> Disability,0_4,0.164,South Asia,M
LowerExtrmAmpt -> Disability,5_9,0.164,South Asia,M
LowerExtrmAmpt -> Disability,10_14,0.164,South Asia,M
LowerExtrmAmpt -> Disability,15_19,0.164,South Asia,M
LowerExtrmAmpt -> Disability,20_24,0.164,South Asia,M
LowerExtrmAmpt -> Disability,25_29,0.164,South Asia,M
LowerExtrmAmpt -> Disability,30_39,0.164,South Asia,M
LowerExtrmAmpt -> Disability,40_49,0.164,South Asia,M
LowerExtrmAmpt -> Disability,50_59,0.164,South Asia,M
LowerExtrmAmpt -> Disability,60_69,0.164,South Asia,M
LowerExtrmAmpt -> Disability,70_79,0.164,South Asia,M
LowerExtrmAmpt -> Disability,80_100,0.164,South Asia,M
LowerExtrmAmpt -> Deceased,0_4,0.0,South Asia,M
LowerExtrmAmpt -> Deceased,5_9,0.0,South Asia,M
LowerExtrmAmpt -> Deceased,10_14,0.0,South Asia,M
LowerExtrmAmpt -> Deceased,15_19,0.0,South Asia,M
LowerExtrmAmpt -> Deceased,20_24,0.0005,South Asia,M
LowerExtrmAmpt -> Deceased,25_29,0.0026,South Asia,M
LowerExtrmAmpt -> Deceased,30_39,0.0093,South Asia,M
LowerExtrmAmpt -> Deceased,40_49,0.0163,South Asia,M
LowerExtrmAmpt -> Deceased,50_59,0.0299,South Asia,M
LowerExtrmAmpt -> Deceased,60_69,0.044,South Asia,M
LowerExtrmAmpt -> Deceased,70_79,0.0649,South Asia,M
LowerExtrmAmpt -> Deceased,80_100,0.0951,South Asia,M
Prevalence -> LowerExtrmAmpt,0_4,0.0,South Asia,M
Prevalence -> LowerExtrmAmpt,5_9,0.0,South Asia,M
Prevalence -> LowerExtrmAmpt,10_14,0.0,South Asia,M
Prevalence -> LowerExtrmAmpt,15_19,0.0,South Asia,M
Prevalence -> LowerExtrmAmpt,20_24,0.0001,South Asia,M
Prevalence -> LowerExtrmAmpt,25_29,0.0003,South Asia,M
Prevalence -> LowerExtrmAmpt,30_39,0.0007,South Asia,M
Prevalence -> LowerExtrmAmpt,40_49,0.0011,South Asia,M
Prevalence -> LowerExtrmAmpt,50_59,0.0011,South Asia,M
Prevalence -> LowerExtrmAmpt,60_69,0.0022,South Asia,M
Prevalence -> LowerExtrmAmpt,70_79,0.0053,South Asia,M
Prevalence -> LowerExtrmAmpt,80_100,0.0108,South Asia,M
Disability -> Disability,0_4,0.0,South Asia,M
Disability -> Disability,5_9,0.0,South Asia,M
Disability -> Disability,10_14,0.0,South Asia,M
Disability -> Disability,15_19,0.0,South Asia,M
Disability -> Disability,20_24,0.0,South Asia,M
Disability -> Disability,25_29,0.0,South Asia,M
Disability -> Disability,30_39,0.0,South Asia,M
Disability -> Disability,40_49,0.0,South Asia,M
Disability -> Disability,50_59,0.0,South Asia,M
Disability -> Disability,60_69,0.0,South Asia,M
Disability -> Disability,70_79,0.0,South Asia,M
Disability -> Disability,80_100,0.0,South Asia,M
StdGlycControl -> DiabeticRetinopathy,0_4,-75.0,South Asia,M
StdGlycControl -> DiabeticRetinopathy,5_9,-75.0,South Asia,M
StdGlycControl -> DiabeticRetinopathy,10_14,-75.0,South Asia,M
StdGlycControl -> DiabeticRetinopathy,15_19,-75.0,South Asia,M
StdGlycControl -> DiabeticRetinopathy,20_24,-75.0,South Asia,M
StdGlycControl -> DiabeticRetinopathy,25_29,-75.0,South Asia,M
StdGlycControl -> DiabeticRetinopathy,30_39,-75.0,South Asia,M
StdGlycControl -> DiabeticRetinopathy,40_49,-75.0,South Asia,M
StdGlycControl -> DiabeticRetinopathy,50_59,-75.0,South Asia,M
StdGlycControl -> DiabeticRetinopathy,60_69,-75.0,South Asia,M
StdGlycControl -> DiabeticRetinopathy,70_79,-75.0,South Asia,M
StdGlycControl -> DiabeticRetinopathy,80_100,-75.0,South Asia,M
StdGlycControl -> LowerExtrmAmpt,0_4,-28.6,South Asia,M
StdGlycControl -> LowerExtrmAmpt,5_9,-28.6,South Asia,M
StdGlycControl -> LowerExtrmAmpt,10_14,-28.6,South Asia,M
StdGlycControl -> LowerExtrmAmpt,15_19,-28.6,South Asia,M
StdGlycControl -> LowerExtrmAmpt,20_24,-28.6,South Asia,M
StdGlycControl -> LowerExtrmAmpt,25_29,-28.6,South Asia,M
StdGlycControl -> LowerExtrmAmpt,30_39,-28.6,South Asia,M
StdGlycControl -> LowerExtrmAmpt,40_49,-28.6,South Asia,M
StdGlycControl -> LowerExtrmAmpt,50_59,-28.6,South Asia,M
StdGlycControl -> LowerExtrmAmpt,60_69,-28.6,South Asia,M
StdGlycControl -> LowerExtrmAmpt,70_79,-28.6,South Asia,M
StdGlycControl -> LowerExtrmAmpt,80_100,-28.6,South Asia,M
StdGlycControl -> DiabeticNephropathy,0_4,-39.0,South Asia,M
StdGlycControl -> DiabeticNephropathy,5_9,-39.0,South Asia,M
StdGlycControl -> DiabeticNephropathy,10_14,-39.0,South Asia,M
StdGlycControl -> DiabeticNephropathy,15_19,-39.0,South Asia,M
StdGlycControl -> DiabeticNephropathy,20_24,-39.0,South Asia,M
StdGlycControl -> DiabeticNephropathy,25_29,-39.0,South Asia,M
StdGlycControl -> DiabeticNephropathy,30_39,-39.0,South Asia,M
StdGlycControl -> DiabeticNephropathy,40_49,-39.0,South Asia,M
StdGlycControl -> DiabeticNephropathy,50_59,-39.0,South Asia,M
StdGlycControl -> DiabeticNephropathy,60_69,-39.0,South Asia,M
StdGlycControl -> DiabeticNephropathy,70_79,-39.0,South Asia,M
StdGlycControl -> DiabeticNephropathy,80_100,-39.0,South Asia,M
IntsvGlycControl -> DiabeticRetinopathy,0_4,-65.0,South Asia,M
IntsvGlycControl -> DiabeticRetinopathy,5_9,-65.0,South Asia,M
IntsvGlycControl -> DiabeticRetinopathy,10_14,-65.0,South Asia,M
IntsvGlycControl -> DiabeticRetinopathy,15_19,-65.0,South Asia,M
IntsvGlycControl -> DiabeticRetinopathy,20_24,-65.0,South Asia,M
IntsvGlycControl -> DiabeticRetinopathy,25_29,-65.0,South Asia,M
IntsvGlycControl -> DiabeticRetinopathy,30_39,-65.0,South Asia,M
IntsvGlycControl -> DiabeticRetinopathy,40_49,-65.0,South Asia,M
IntsvGlycControl -> DiabeticRetinopathy,50_59,-65.0,South Asia,M
IntsvGlycControl -> DiabeticRetinopathy,60_69,-65.0,South Asia,M
IntsvGlycControl -> DiabeticRetinopathy,70_79,-65.0,South Asia,M
IntsvGlycControl -> DiabeticRetinopathy,80_100,-65.0,South Asia,M
IntsvGlycControl -> LowerExtrmAmpt,0_4,-15.1,South Asia,M
IntsvGlycControl -> LowerExtrmAmpt,5_9,-15.1,South Asia,M
IntsvGlycControl -> LowerExtrmAmpt,10_14,-15.1,South Asia,M
IntsvGlycControl -> LowerExtrmAmpt,15_19,-15.1,South Asia,M
IntsvGlycControl -> LowerExtrmAmpt,20_24,-15.1,South Asia,M
IntsvGlycControl -> LowerExtrmAmpt,25_29,-15.1,South Asia,M
IntsvGlycControl -> LowerExtrmAmpt,30_39,-15.1,South Asia,M
IntsvGlycControl -> LowerExtrmAmpt,40_49,-15.1,South Asia,M
IntsvGlycControl -> LowerExtrmAmpt,50_59,-15.1,South Asia,M
IntsvGlycControl -> LowerExtrmAmpt,60_69,-15.1,South Asia,M
IntsvGlycControl -> LowerExtrmAmpt,70_79,-15.1,South Asia,M
IntsvGlycControl -> LowerExtrmAmpt,80_100,-15.1,South Asia,M
IntsvGlycControl -> DiabeticNephropathy,0_4,-39.0,South Asia,M
IntsvGlycControl -> DiabeticNephropathy,5_9,-39.0,South Asia,M
IntsvGlycControl -> DiabeticNephropathy,10_14,-39.0,South Asia,M
IntsvGlycControl -> DiabeticNephropathy,15_19,-39.0,South Asia,M
IntsvGlycControl -> DiabeticNephropathy,20_24,-39.0,South Asia,M
IntsvGlycControl -> DiabeticNephropathy,25_29,-39.0,South Asia,M
IntsvGlycControl -> DiabeticNephropathy,30_39,-39.0,South Asia,M
IntsvGlycControl -> DiabeticNephropathy,40_49,-39.0,South Asia,M
IntsvGlycControl -> DiabeticNephropathy,50_59,-39.0,South Asia,M
IntsvGlycControl -> DiabeticNephropathy,60_69,-39.0,South Asia,M
IntsvGlycControl -> DiabeticNephropathy,70_79,-39.0,South Asia,M
IntsvGlycControl -> DiabeticNephropathy,80_100,-39.0,South Asia,M
RetinopathyScrn -> DiabeticRetinopathy,0_4,-20.0,South Asia,M
RetinopathyScrn -> DiabeticRetinopathy,5_9,-20.0,South Asia,M
RetinopathyScrn -> DiabeticRetinopathy,10_14,-20.0,South Asia,M
RetinopathyScrn -> DiabeticRetinopathy,15_19,-20.0,South Asia,M
RetinopathyScrn -> DiabeticRetinopathy,20_24,-20.0,South Asia,M
RetinopathyScrn -> DiabeticRetinopathy,25_29,-20.0,South Asia,M
RetinopathyScrn -> DiabeticRetinopathy,30_39,-20.0,South Asia,M
RetinopathyScrn -> DiabeticRetinopathy,40_49,-20.0,South Asia,M
RetinopathyScrn -> DiabeticRetinopathy,50_59,-20.0,South Asia,M
RetinopathyScrn -> DiabeticRetinopathy,60_69,-20.0,South Asia,M
RetinopathyScrn -> DiabeticRetinopathy,70_79,-20.0,South Asia,M
RetinopathyScrn -> DiabeticRetinopathy,80_100,-20.0,South Asia,M
NeuropathyScr -> LowerExtrmAmpt,0_4,-35.0,South Asia,M
NeuropathyScr -> LowerExtrmAmpt,5_9,-35.0,South Asia,M
NeuropathyScr -> LowerExtrmAmpt,10_14,-35.0,South Asia,M
NeuropathyScr -> LowerExtrmAmpt,15_19,-35.0,South Asia,M
NeuropathyScr -> LowerExtrmAmpt,20_24,-35.0,South Asia,M
NeuropathyScr -> LowerExtrmAmpt,25_29,-35.0,South Asia,M
NeuropathyScr -> LowerExtrmAmpt,30_39,-35.0,South Asia,M
NeuropathyScr -> LowerExtrmAmpt,40_49,-35.0,South Asia,M
NeuropathyScr -> LowerExtrmAmpt,50_59,-35.0,South Asia,M
NeuropathyScr -> LowerExtrmAmpt,60_69,-35.0,South Asia,M
NeuropathyScr -> LowerExtrmAmpt,70_79,-35.0,South Asia,M
NeuropathyScr -> LowerExtrmAmpt,80_100,-35.0,South Asia,M
NephropathyScr -> DiabeticNephropathy,0_4,-24.0,South Asia,M
NephropathyScr -> DiabeticNephropathy,5_9,-24.0,South Asia,M
NephropathyScr -> DiabeticNephropathy,10_14,-24.0,South Asia,M
NephropathyScr -> DiabeticNephropathy,15_19,-24.0,South Asia,M
NephropathyScr -> DiabeticNephropathy,20_24,-24.0,South Asia,M
NephropathyScr -> DiabeticNephropathy,25_29,-24.0,South Asia,M
NephropathyScr -> DiabeticNephropathy,30_39,-24.0,South Asia,M
NephropathyScr -> DiabeticNephropathy,40_49,-24.0,South Asia,M
NephropathyScr -> DiabeticNephropathy,50_59,-24.0,South Asia,M
NephropathyScr -> DiabeticNephropathy,60_69,-24.0,South Asia,M
NephropathyScr -> DiabeticNephropathy,70_79,-24.0,South Asia,M
NephropathyScr -> DiabeticNephropathy,80_100,-24.0,South Asia,M
DiabeticNephropathy -> Disability,0_4,0.338,South Asia,M
DiabeticNephropathy -> Disability,5_9,0.338,South Asia,M
DiabeticNephropathy -> Disability,10_14,0.338,South Asia,M
DiabeticNephropathy -> Disability,15_19,0.338,South Asia,M
DiabeticNephropathy -> Disability,20_24,0.338,South Asia,M
DiabeticNephropathy -> Disability,25_29,0.338,South Asia,M
DiabeticNephropathy -> Disability,30_39,0.338,South Asia,M
DiabeticNephropathy -> Disability,40_49,0.338,South Asia,M
DiabeticNephropathy -> Disability,50_59,0.338,South Asia,M
DiabeticNephropathy -> Disability,60_69,0.338,South Asia,M
DiabeticNephropathy -> Disability,70_79,0.338,South Asia,M
DiabeticNephropathy -> Disability,80_100,0.338,South Asia,M
DiabeticNephropathy -> Deceased,0_4,0.0,South Asia,M
DiabeticNephropathy -> Deceased,5_9,0.0,South Asia,M
DiabeticNephropathy -> Deceased,10_14,0.0,South Asia,M
DiabeticNephropathy -> Deceased,15_19,0.0,South Asia,M
DiabeticNephropathy -> Deceased,20_24,0.0007354153814203777,South Asia,M
DiabeticNephropathy -> Deceased,25_29,0.0031255153710366052,South Asia,M
DiabeticNephropathy -> Deceased,30_39,0.008457276886334346,South Asia,M
DiabeticNephropathy -> Deceased,40_49,0.015259869164472839,South Asia,M
DiabeticNephropathy -> Deceased,50_59,0.027210369112553978,South Asia,M
DiabeticNephropathy -> Deceased,60_69,0.03897701521528003,South Asia,M
DiabeticNephropathy -> Deceased,70_79,0.060304061276470984,South Asia,M
DiabeticNephropathy -> Deceased,80_100,0.08843369961580042,South Asia,M
Prevalence -> DiabeticNephropathy,0_4,0.00428,South Asia,M
Prevalence -> DiabeticNephropathy,5_9,0.00428,South Asia,M
Prevalence -> DiabeticNephropathy,10_14,0.00436,South Asia,M
Prevalence -> DiabeticNephropathy,15_19,0.004560000000000001,South Asia,M
Prevalence -> DiabeticNephropathy,20_24,0.00496,South Asia,M
Prevalence -> DiabeticNephropathy,25_29,0.006200000000000001,South Asia,M
Prevalence -> DiabeticNephropathy,30_39,0.011000000000000001,South Asia,M
Prevalence -> DiabeticNephropathy,40_49,0.020680000000000004,South Asia,M
Prevalence -> DiabeticNephropathy,50_59,0.03332,South Asia,M
Prevalence -> DiabeticNephropathy,60_69,0.04012,South Asia,M
Prevalence -> DiabeticNephropathy,70_79,0.04916,South Asia,M
Prevalence -> DiabeticNephropathy,80_100,0.08984,South Asia,M
DsFreeSus -> Disability,0_4,0.042669196789653537,South Asia,F
DsFreeSus -> Disability,5_9,0.05778116640879517,South Asia,F
DsFreeSus -> Disability,10_14,0.07289313602793682,South Asia,F
DsFreeSus -> Disability,15_19,0.08800510564707845,South Asia,F
DsFreeSus -> Disability,20_24,0.10311707526622009,South Asia,F
DsFreeSus -> Disability,25_29,0.11822904488536172,South Asia,F
DsFreeSus -> Disability,30_39,0.14089699931407418,South Asia,F
DsFreeSus -> Disability,40_49,0.17112093855235747,South Asia,F
DsFreeSus -> Disability,50_59,0.20134487779064072,South Asia,F
DsFreeSus -> Disability,60_69,0.231568817028924,South Asia,F
DsFreeSus -> Disability,70_79,0.26179275626720727,South Asia,F
DsFreeSus -> Disability,80_100,0.2995726803150614,South Asia,F
DsFreeSus -> Diabetes,0_4,0.0,South Asia,F
DsFreeSus -> Diabetes,5_9,0.0,South Asia,F
DsFreeSus -> Diabetes,10_14,0.0,South Asia,F
DsFreeSus -> Diabetes,15_19,0.0001,South Asia,F
DsFreeSus -> Diabetes,20_24,0.0003,South Asia,F
DsFreeSus -> Diabetes,25_29,0.0009,South Asia,F
DsFreeSus -> Diabetes,30_39,0.0018,South Asia,F
DsFreeSus -> Diabetes,40_49,0.0031,South Asia,F
DsFreeSus -> Diabetes,50_59,0.0042,South Asia,F
DsFreeSus -> Diabetes,60_69,0.0029,South Asia,F
DsFreeSus -> Diabetes,70_79,0.0062,South Asia,F
DsFreeSus -> Diabetes,80_100,0.014,South Asia,F
Diabetes -> Disability,0_4,0.031,South Asia,F
Diabetes -> Disability,5_9,0.031,South Asia,F
Diabetes -> Disability,10_14,0.031,South Asia,F
Diabetes -> Disability,15_19,0.031,South Asia,F
Diabetes -> Disability,20_24,0.031,South Asia,F
Diabetes -> Disability,25_29,0.031,South Asia,F
Diabetes -> Disability,30_39,0.031,South Asia,F
Diabetes -> Disability,40_49,0.031,South Asia,F
Diabetes -> Disability,50_59,0.031,South Asia,F
Diabetes -> Disability,60_69,0.031,South Asia,F
Diabetes -> Disability,70_79,0.031,South Asia,F
Diabetes -> Disability,80_100,0.031,South Asia,F
Diabetes -> Deceased,0_4,0.0,South Asia,F
Diabetes -> Deceased,5_9,0.0,South Asia,F
Diabetes -> Deceased,10_14,0.0,South Asia,F
Diabetes -> Deceased,15_19,0.0,South Asia,F
Diabetes -> Deceased,20_24,0.00018324303523763565,South Asia,F
Diabetes -> Deceased,25_29,0.0007940531526964212,South Asia,F
Diabetes -> Deceased,30_39,0.0018324303523763567,South Asia,F
Diabetes -> Deceased,40_49,0.003054050587293928,South Asia,F
Diabetes -> Deceased,50_59,0.005863777127604341,South Asia,F
Diabetes -> Deceased,60_69,0.009589718844102932,South Asia,F
Diabetes -> Deceased,70_79,0.016675116206624846,South Asia,F
Diabetes -> Deceased,80_100,0.028402670461833528,South Asia,F
Diabetes -> DiabeticRetinopathy,0_4,0.0,South Asia,F
Diabetes -> DiabeticRetinopathy,5_9,0.0,South Asia,F
Diabetes -> DiabeticRetinopathy,10_14,0.0019849682249821745,South Asia,F
Diabetes -> DiabeticRetinopathy,15_19,0.0005905892160353479,South Asia,F
Diabetes -> DiabeticRetinopathy,20_24,0.00038326518423769025,South Asia,F
Diabetes -> DiabeticRetinopathy,25_29,0.0003117802341655388,South Asia,F
Diabetes -> DiabeticRetinopathy,30_39,0.0007204742695597793,South Asia,F
Diabetes -> DiabeticRetinopathy,40_49,0.0010962886411077948,South Asia,F
Diabetes -> DiabeticRetinopathy,50_59,0.0013711004392704912,South Asia,F
Diabetes -> DiabeticRetinopathy,60_69,0.0018169719909451978,South Asia,F
Diabetes -> DiabeticRetinopathy,70_79,0.0016868369192880863,South Asia,F
Diabetes -> DiabeticRetinopathy,80_100,0.0016937628246378748,South Asia,F
Diabetes -> LowerExtrmAmpt,0_4,0.0,South Asia,F
Diabetes -> LowerExtrmAmpt,5_9,0.0,South Asia,F
Diabetes -> LowerExtrmAmpt,10_14,4.1801376579047e-05,South Asia,F
Diabetes -> LowerExtrmAmpt,15_19,0.0008008195336775602,South Asia,F
Diabetes -> LowerExtrmAmpt,20_24,0.0015800871399247107,South Asia,F
Diabetes -> LowerExtrmAmpt,25_29,0.0015165733906926373,South Asia,F
Diabetes -> LowerExtrmAmpt,30_39,0.0013184313409964489,South Asia,F
Diabetes -> LowerExtrmAmpt,40_49,0.00026862701801979075,South Asia,F
Diabetes -> LowerExtrmAmpt,50_59,0.0002956283873208082,South Asia,F
Diabetes -> LowerExtrmAmpt,60_69,0.001856681198214299,South Asia,F
Diabetes -> LowerExtrmAmpt,70_79,0.004010278865331175,South Asia,F
Diabetes -> LowerExtrmAmpt,80_100,0.005072182222168259,South Asia,F
Diabetes -> DiabeticNephropathy,0_4,0.0,South Asia,F
Diabetes -> DiabeticNephropathy,5_9,0.0,South Asia,F
Diabetes -> DiabeticNephropathy,10_14,0.014,South Asia,F
Diabetes -> DiabeticNephropathy,15_19,0.014,South Asia,F
Diabetes -> DiabeticNephropathy,20_24,0.014,South Asia,F
Diabetes -> DiabeticNephropathy,25_29,0.014,South Asia,F
Diabetes -> DiabeticNephropathy,30_39,0.014,South Asia,F
Diabetes -> DiabeticNephropathy,40_49,0.014,South Asia,F
Diabetes -> DiabeticNephropathy,50_59,0.014,South Asia,F
Diabetes -> DiabeticNephropathy,60_69,0.014,South Asia,F
Diabetes -> DiabeticNephropathy,70_79,0.014,South Asia,F
Diabetes -> DiabeticNephropathy,80_100,0.014,South Asia,F
Prevalence -> Diabetes,0_4,0.0072398,South Asia,F
Prevalence -> Diabetes,5_9,0.0072398,South Asia,F
Prevalence -> Diabetes,10_14,0.0073081000000000005,South Asia,F
Prevalence -> Diabetes,15_19,0.007376400000000001,South Asia,F
Prevalence -> Diabetes,20_24,0.007991100000000001,South Asia,F
Prevalence -> Diabetes,25_29,0.0100401,South Asia,F
Prevalence -> Diabetes,30_39,0.0170067,South Asia,F
Prevalence -> Diabetes,40_49,0.031964400000000004,South Asia,F
Prevalence -> Diabetes,50_59,0.0532057,South Asia,F
Prevalence -> Diabetes,60_69,0.0684366,South Asia,F
Prevalence -> Diabetes,70_79,0.075813,South Asia,F
Prevalence -> Diabetes,80_100,0.1148123,South Asia,F
DiabeticRetinopathy -> Disability,0_4,0.338,South Asia,F
DiabeticRetinopathy -> Disability,5_9,0.338,South Asia,F
DiabeticRetinopathy -> Disability,10_14,0.338,South Asia,F
DiabeticRetinopathy -> Disability,15_19,0.338,South Asia,F
DiabeticRetinopathy -> Disability,20_24,0.338,South Asia,F
DiabeticRetinopathy -> Disability,25_29,0.338,South Asia,F
DiabeticRetinopathy -> Disability,30_39,0.338,South Asia,F
DiabeticRetinopathy -> Disability,40_49,0.338,South Asia,F
DiabeticRetinopathy -> Disability,50_59,0.338,South Asia,F
DiabeticRetinopathy -> Disability,60_69,0.338,South Asia,F
DiabeticRetinopathy -> Disability,70_79,0.338,South Asia,F
DiabeticRetinopathy -> Disability,80_100,0.338,South Asia,F
DiabeticRetinopathy -> Deceased,0_4,0.0,South Asia,F
DiabeticRetinopathy -> Deceased,5_9,0.0,South Asia,F
DiabeticRetinopathy -> Deceased,10_14,0.0,South Asia,F
DiabeticRetinopathy -> Deceased,15_19,0.0,South Asia,F
DiabeticRetinopathy -> Deceased,20_24,0.0004,South Asia,F
DiabeticRetinopathy -> Deceased,25_29,0.0019,South Asia,F
DiabeticRetinopathy -> Deceased,30_39,0.0058,South Asia,F
DiabeticRetinopathy -> Deceased,40_49,0.01,South Asia,F
DiabeticRetinopathy -> Deceased,50_59,0.0195,South Asia,F
DiabeticRetinopathy -> Deceased,60_69,0.0321,South Asia,F
DiabeticRetinopathy -> Deceased,70_79,0.0537,South Asia,F
DiabeticRetinopathy -> Deceased,80_100,0.0902,South Asia,F
Prevalence -> DiabeticRetinopathy,0_4,0.0,South Asia,F
Prevalence -> DiabeticRetinopathy,5_9,0.0,South Asia,F
Prevalence -> DiabeticRetinopathy,10_14,0.0002,South Asia,F
Prevalence -> DiabeticRetinopathy,15_19,0.0003,South Asia,F
Prevalence -> DiabeticRetinopathy,20_24,0.0003,South Asia,F
Prevalence -> DiabeticRetinopathy,25_29,0.0003,South Asia,F
Prevalence -> DiabeticRetinopathy,30_39,0.0004,South Asia,F
Prevalence -> DiabeticRetinopathy,40_49,0.0007,South Asia,F
Prevalence -> DiabeticRetinopathy,50_59,0.0013,South Asia,F
Prevalence -> DiabeticRetinopathy,60_69,0.0023,South Asia,F
Prevalence -> DiabeticRetinopathy,70_79,0.003,South Asia,F
Prevalence -> DiabeticRetinopathy,80_100,0.0031,South Asia,F
LowerExtrmAmpt -> Disability,0_4,0.164,South Asia,F
LowerExtrmAmpt -> Disability,5_9,0.164,South Asia,F
LowerExtrmAmpt -> Disability,10_14,0.164,South Asia,F
LowerExtrmAmpt -> Disability,15_19,0.164,South Asia,F
LowerExtrmAmpt -> Disability,20_24,0.164,South Asia,F
LowerExtrmAmpt -> Disability,25_29,0.164,South Asia,F
LowerExtrmAmpt -> Disability,30_39,0.164,South Asia,F
LowerExtrmAmpt -> Disability,40_49,0.164,South Asia,F
LowerExtrmAmpt -> Disability,50_59,0.164,South Asia,F
LowerExtrmAmpt -> Disability,60_69,0.164,South Asia,F
LowerExtrmAmpt -> Disability,70_79,0.164,South Asia,F
LowerExtrmAmpt -> Disability,80_100,0.164,South Asia,F
LowerExtrmAmpt -> Deceased,0_4,0.0,South Asia,F
LowerExtrmAmpt -> Deceased,5_9,0.0,South Asia,F
LowerExtrmAmpt -> Deceased,10_14,0.0,South Asia,F
LowerExtrmAmpt -> Deceased,15_19,0.0,South Asia,F
LowerExtrmAmpt -> Deceased,20_24,0.0004,South Asia,F
LowerExtrmAmpt -> Deceased,25_29,0.002,South Asia,F
LowerExtrmAmpt -> Deceased,30_39,0.0059,South Asia,F
LowerExtrmAmpt -> Deceased,40_49,0.0098,South Asia,F
LowerExtrmAmpt -> Deceased,50_59,0.0191,South Asia,F
LowerExtrmAmpt -> Deceased,60_69,0.0332,South Asia,F
LowerExtrmAmpt -> Deceased,70_79,0.0547,South Asia,F
LowerExtrmAmpt -> Deceased,80_100,0.0923,South Asia,F
Prevalence -> LowerExtrmAmpt,0_4,0.0,South Asia,F
Prevalence -> LowerExtrmAmpt,5_9,0.0,South Asia,F
Prevalence -> LowerExtrmAmpt,10_14,0.0,South Asia,F
Prevalence -> LowerExtrmAmpt,15_19,0.0,South Asia,F
Prevalence -> LowerExtrmAmpt,20_24,0.0001,South Asia,F
Prevalence -> LowerExtrmAmpt,25_29,0.0002,South Asia,F
Prevalence -> LowerExtrmAmpt,30_39,0.0004,South Asia,F
Prevalence -> LowerExtrmAmpt,40_49,0.0006,South Asia,F
Prevalence -> LowerExtrmAmpt,50_59,0.0006,South Asia,F
Prevalence -> LowerExtrmAmpt,60_69,0.0013,South Asia,F
Prevalence -> LowerExtrmAmpt,70_79,0.0032,South Asia,F
Prevalence -> LowerExtrmAmpt,80_100,0.0066,South Asia,F
Disability -> Disability,0_4,0.0,South Asia,F
Disability -> Disability,5_9,0.0,South Asia,F
Disability -> Disability,10_14,0.0,South Asia,F
Disability -> Disability,15_19,0.0,South Asia,F
Disability -> Disability,20_24,0.0,South Asia,F
Disability -> Disability,25_29,0.0,South Asia,F
Disability -> Disability,30_39,0.0,South Asia,F
Disability -> Disability,40_49,0.0,South Asia,F
Disability -> Disability,50_59,0.0,South Asia,F
Disability -> Disability,60_69,0.0,South Asia,F
Disability -> Disability,70_79,0.0,South Asia,F
Disability -> Disability,80_100,0.0,South Asia,F
StdGlycControl -> DiabeticRetinopathy,0_4,-75.0,South Asia,F
StdGlycControl -> DiabeticRetinopathy,5_9,-75.0,South Asia,F
