observation,age,value,region,sex
LowerExtrmAmpt -> Disability,50_59,0.164,Central Europe,F
LowerExtrmAmpt -> Disability,60_69,0.164,Central Europe,F
LowerExtrmAmpt -> Disability,70_79,0.164,Central Europe,F
LowerExtrmAmpt -> Disability,80_100,0.164,Central Europe,F
LowerExtrmAmpt -> Deceased,0_4,0.0,Central Europe,F
LowerExtrmAmpt -> Deceased,5_9,0.0,Central Europe,F
LowerExtrmAmpt -> Deceased,10_14,0.0,Central Europe,F
LowerExtrmAmpt -> Deceased,15_19,0.0,Central Europe,F
LowerExtrmAmpt -> Deceased,20_24,0.0001,Central Europe,F
LowerExtrmAmpt -> Deceased,25_29,0.0004,Central Europe,F
LowerExtrmAmpt -> Deceased,30_39,0.0017,Central Europe,F
LowerExtrmAmpt -> Deceased,40_49,0.0047,Central Europe,F
LowerExtrmAmpt -> Deceased,50_59,0.0108,Central Europe,F
LowerExtrmAmpt -> Deceased,60_69,0.0162,Central Europe,F
LowerExtrmAmpt -> Deceased,70_79,0.0313,Central Europe,F
LowerExtrmAmpt -> Deceased,80_100,0.0729,Central Europe,F
Prevalence -> LowerExtrmAmpt,0_4,0.0,Central Europe,F
Prevalence -> LowerExtrmAmpt,5_9,0.0,Central Europe,F
Prevalence -> LowerExtrmAmpt,10_14,0.0,Central Europe,F
Prevalence -> LowerExtrmAmpt,15_19,0.0,Central Europe,F
Prevalence -> LowerExtrmAmpt,20_24,0.0002,Central Europe,F
Prevalence -> LowerExtrmAmpt,25_29,0.0005,Central Europe,F
Prevalence -> LowerExtrmAmpt,30_39,0.0016,Central Europe,F
Prevalence -> LowerExtrmAmpt,40_49,0.0027,Central Europe,F
Prevalence -> LowerExtrmAmpt,50_59,0.0028,Central Europe,F
Prevalence -> LowerExtrmAmpt,60_69,0.0046,Central Europe,F
Prevalence -> LowerExtrmAmpt,70_79,0.0116,Central Europe,F
Prevalence -> LowerExtrmAmpt,80_100,0.0251,Central Europe,F
Disability -> Disability,0_4,0.0,Central Europe,F
Disability -> Disability,5_9,0.0,Central Europe,F
Disability -> Disability,10_14,0.0,Central Europe,F
Disability -> Disability,15_19,0.0,Central Europe,F
Disability -> Disability,20_24,0.0,Central Europe,F
Disability -> Disability,25_29,0.0,Central Europe,F
Disability -> Disability,30_39,0.0,Central Europe,F
Disability -> Disability,40_49,0.0,Central Europe,F
Disability -> Disability,50_59,0.0,Central Europe,F
Disability -> Disability,60_69,0.0,Central Europe,F
Disability -> Disability,70_79,0.0,Central Europe,F
Disability -> Disability,80_100,0.0,Central Europe,F
StdGlycControl -> DiabeticRetinopathy,0_4,-75.0,Central Europe,F
StdGlycControl -> DiabeticRetinopathy,5_9,-75.0,Central Europe,F
StdGlycControl -> DiabeticRetinopathy,10_14,-75.0,Central Europe,F
StdGlycControl -> DiabeticRetinopathy,15_19,-75.0,Central Europe,F
StdGlycControl -> DiabeticRetinopathy,20_24,-75.0,Central Europe,F
StdGlycControl -> DiabeticRetinopathy,25_29,-75.0,Central Europe,F
StdGlycControl -> DiabeticRetinopathy,30_39,-75.0,Central Europe,F
StdGlycControl -> DiabeticRetinopathy,40_49,-75.0,Central Europe,F
StdGlycControl -> DiabeticRetinopathy,50_59,-75.0,Central Europe,F
StdGlycControl -> DiabeticRetinopathy,60_69,-75.0,Central Europe,F
StdGlycControl -> DiabeticRetinopathy,70_79,-75.0,Central Europe,F
StdGlycControl -> DiabeticRetinopathy,80_100,-75.0,Central Europe,F
StdGlycControl -> LowerExtrmAmpt,0_4,-28.6,Central Europe,F
StdGlycControl -> LowerExtrmAmpt,5_9,-28.6,Central Europe,F
StdGlycControl -> LowerExtrmAmpt,10_14,-28.6,Central Europe,F
StdGlycControl -> LowerExtrmAmpt,15_19,-28.6,Central Europe,F
StdGlycControl -> LowerExtrmAmpt,20_24,-28.6,Central Europe,F
StdGlycControl -> LowerExtrmAmpt,25_29,-28.6,Central Europe,F
StdGlycControl -> LowerExtrmAmpt,30_39,-28.6,Central Europe,F
StdGlycControl -> LowerExtrmAmpt,40_49,-28.6,Central Europe,F
StdGlycControl -> LowerExtrmAmpt,50_59,-28.6,Central Europe,F
StdGlycControl -> LowerExtrmAmpt,60_69,-28.6,Central Europe,F
StdGlycControl -> LowerExtrmAmpt,70_79,-28.6,Central Europe,F
StdGlycControl -> LowerExtrmAmpt,80_100,-28.6,Central Europe,F
StdGlycControl -> DiabeticNephropathy,0_4,-39.0,Central Europe,F
StdGlycControl -> DiabeticNephropathy,5_9,-39.0,Central Europe,F
StdGlycControl -> DiabeticNephropathy,10_14,-39.0,Central Europe,F
StdGlycControl -> DiabeticNephropathy,15_19,-39.0,Central Europe,F
StdGlycControl -> DiabeticNephropathy,20_24,-39.0,Central Europe,F
StdGlycControl -> DiabeticNephropathy,25_29,-39.0,Central Europe,F
StdGlycControl -> DiabeticNephropathy,30_39,-39.0,Central Europe,F
StdGlycControl -> DiabeticNephropathy,40_49,-39.0,Central Europe,F
StdGlycControl -> DiabeticNephropathy,50_59,-39.0,Central Europe,F
StdGlycControl -> DiabeticNephropathy,60_69,-39.0,Central Europe,F
StdGlycControl -> DiabeticNephropathy,70_79,-39.0,Central Europe,F
StdGlycControl -> DiabeticNephropathy,80_100,-39.0,Central Europe,F
IntsvGlycControl -> DiabeticRetinopathy,0_4,-65.0,Central Europe,F
IntsvGlycControl -> DiabeticRetinopathy,5_9,-65.0,Central Europe,F
IntsvGlycControl -> DiabeticRetinopathy,10_14,-65.0,Central Europe,F
IntsvGlycControl -> DiabeticRetinopathy,15_19,-65.0,Central Europe,F
IntsvGlycControl -> DiabeticRetinopathy,20_24,-65.0,Central Europe,F
IntsvGlycControl -> DiabeticRetinopathy,25_29,-65.0,Central Europe,F
IntsvGlycControl -> DiabeticRetinopathy,30_39,-65.0,Central Europe,F
IntsvGlycControl -> DiabeticRetinopathy,40_49,-65.0,Central Europe,F
IntsvGlycControl -> DiabeticRetinopathy,50_59,-65.0,Central Europe,F
IntsvGlycControl -> DiabeticRetinopathy,60_69,-65.0,Central Europe,F
IntsvGlycControl -> DiabeticRetinopathy,70_79,-65.0,Central Europe,F
IntsvGlycControl -> DiabeticRetinopathy,80_100,-65.0,Central Europe,F
IntsvGlycControl -> LowerExtrmAmpt,0_4,-15.1,Central Europe,F
IntsvGlycControl -> LowerExtrmAmpt,5_9,-15.1,Central Europe,F
IntsvGlycControl -> LowerExtrmAmpt,10_14,-15.1,Central Europe,F
IntsvGlycControl -> LowerExtrmAmpt,15_19,-15.1,Central Europe,F
IntsvGlycControl -> LowerExtrmAmpt,20_24,-15.1,Central Europe,F
IntsvGlycControl -> LowerExtrmAmpt,25_29,-15.1,Central Europe,F
IntsvGlycControl -> LowerExtrmAmpt,30_39,-15.1,Central Europe,F
IntsvGlycControl -> LowerExtrmAmpt,40_49,-15.1,Central Europe,F
IntsvGlycControl -> LowerExtrmAmpt,50_59,-15.1,Central Europe,F
IntsvGlycControl -> LowerExtrmAmpt,60_69,-15.1,Central Europe,F
IntsvGlycControl -> LowerExtrmAmpt,70_79,-15.1,Central Europe,F
IntsvGlycControl -> LowerExtrmAmpt,80_100,-15.1,Central Europe,F
IntsvGlycControl -> DiabeticNephropathy,0_4,-39.0,Central Europe,F
IntsvGlycControl -> DiabeticNephropathy,5_9,-39.0,Central Europe,F
IntsvGlycControl -> DiabeticNephropathy,10_14,-39.0,Central Europe,F
IntsvGlycControl -> DiabeticNephropathy,15_19,-39.0,Central Europe,F
IntsvGlycControl -> DiabeticNephropathy,20_24,-39.0,Central Europe,F
IntsvGlycControl -> DiabeticNephropathy,25_29,-39.0,Central Europe,F
IntsvGlycControl -> DiabeticNephropathy,30_39,-39.0,Central Europe,F
IntsvGlycControl -> DiabeticNephropathy,40_49,-39.0,Central Europe,F
IntsvGlycControl -> DiabeticNephropathy,50_59,-39.0,Central Europe,F
IntsvGlycControl -> DiabeticNephropathy,60_69,-39.0,Central Europe,F
IntsvGlycControl -> DiabeticNephropathy,70_79,-39.0,Central Europe,F
IntsvGlycControl -> DiabeticNephropathy,80_100,-39.0,Central Europe,F
RetinopathyScrn -> DiabeticRetinopathy,0_4,-20.0,Central Europe,F
RetinopathyScrn -> DiabeticRetinopathy,5_9,-20.0,Central Europe,F
RetinopathyScrn -> DiabeticRetinopathy,10_14,-20.0,Central Europe,F
RetinopathyScrn -> DiabeticRetinopathy,15_19,-20.0,Central Europe,F
RetinopathyScrn -> DiabeticRetinopathy,20_24,-20.0,Central Europe,F
RetinopathyScrn -> DiabeticRetinopathy,25_29,-20.0,Central Europe,F
RetinopathyScrn -> DiabeticRetinopathy,30_39,-20.0,Central Europe,F
RetinopathyScrn -> DiabeticRetinopathy,40_49,-20.0,Central Europe,F
RetinopathyScrn -> DiabeticRetinopathy,50_59,-20.0,Central Europe,F
RetinopathyScrn -> DiabeticRetinopathy,60_69,-20.0,Central Europe,F
RetinopathyScrn -> DiabeticRetinopathy,70_79,-20.0,Central Europe,F
RetinopathyScrn -> DiabeticRetinopathy,80_100,-20.0,Central Europe,F
NeuropathyScr -> LowerExtrmAmpt,0_4,-35.0,Central Europe,F
NeuropathyScr -> LowerExtrmAmpt,5_9,-35.0,Central Europe,F
NeuropathyScr -> LowerExtrmAmpt,10_14,-35.0,Central Europe,F
NeuropathyScr -> LowerExtrmAmpt,15_19,-35.0,Central Europe,F
NeuropathyScr -> LowerExtrmAmpt,20_24,-35.0,Central Europe,F
NeuropathyScr -> LowerExtrmAmpt,25_29,-35.0,Central Europe,F
NeuropathyScr -> LowerExtrmAmpt,30_39,-35.0,Central Europe,F
NeuropathyScr -> LowerExtrmAmpt,40_49,-35.0,Central Europe,F
NeuropathyScr -> LowerExtrmAmpt,50_59,-35.0,Central Europe,F
NeuropathyScr -> LowerExtrmAmpt,60_69,-35.0,Central Europe,F
NeuropathyScr -> LowerExtrmAmpt,70_79,-35.0,Central Europe,F
NeuropathyScr -> LowerExtrmAmpt,80_100,-35.0,Central Europe,F
NephropathyScr -> DiabeticNephropathy,0_4,-24.0,Central Europe,F
NephropathyScr -> DiabeticNephropathy,5_9,-24.0,Central Europe,F
NephropathyScr -> DiabeticNephropathy,10_14,-24.0,Central Europe,F
NephropathyScr -> DiabeticNephropathy,15_19,-24.0,Central Europe,F
NephropathyScr -> DiabeticNephropathy,20_24,-24.0,Central Europe,F
NephropathyScr -> DiabeticNephropathy,25_29,-24.0,Central Europe,F
NephropathyScr -> DiabeticNephropathy,30_39,-24.0,Central Europe,F
NephropathyScr -> DiabeticNephropathy,40_49,-24.0,Central Europe,F
NephropathyScr -> DiabeticNephropathy,50_59,-24.0,Central Europe,F
NephropathyScr -> DiabeticNephropathy,60_69,-24.0,Central Europe,F
NephropathyScr -> DiabeticNephropathy,70_79,-24.0,Central Europe,F
NephropathyScr -> DiabeticNephropathy,80_100,-24.0,Central Europe,F
DiabeticNephropathy -> Disability,0_4,0.338,Central Europe,F
DiabeticNephropathy -> Disability,5_9,0.338,Central Europe,F
DiabeticNephropathy -> Disability,10_14,0.338,Central Europe,F
DiabeticNephropathy -> Disability,15_19,0.338,Central Europe,F
DiabeticNephropathy -> Disability,20_24,0.338,Central Europe,F
DiabeticNephropathy -> Disability,25_29,0.338,Central Europe,F
DiabeticNephropathy -> Disability,30_39,0.338,Central Europe,F
DiabeticNephropathy -> Disability,40_49,0.338,Central Europe,F
DiabeticNephropathy -> Disability,50_59,0.338,Central Europe,F
DiabeticNephropathy -> Disability,60_69,0.338,Central Europe,F
DiabeticNephropathy -> Disability,70_79,0.338,Central Europe,F
DiabeticNephropathy -> Disability,80_100,0.338,Central Europe,F
DiabeticNephropathy -> Deceased,0_4,0.0,Central Europe,F
DiabeticNephropathy -> Deceased,5_9,0.0,Central Europe,F
DiabeticNephropathy -> Deceased,10_14,0.0,Central Europe,F
DiabeticNephropathy -> Deceased,15_19,0.0,Central Europe,F
DiabeticNephropathy -> Deceased,20_24,0.00018385384535509443,Central Europe,F
DiabeticNephropathy -> Deceased,25_29,0.00036770769071018885,Central Europe,F
DiabeticNephropathy -> Deceased,30_39,0.0014708307628407554,Central Europe,F
DiabeticNephropathy -> Deceased,40_49,0.0044124922885222665,Central Europe,F
DiabeticNephropathy -> Deceased,50_59,0.009928107649175101,Central Europe,F
DiabeticNephropathy -> Deceased,60_69,0.014340599937697365,Central Europe,F
DiabeticNephropathy -> Deceased,70_79,0.02812963833932945,Central Europe,F
DiabeticNephropathy -> Deceased,80_100,0.06545196894641363,Central Europe,F
Prevalence -> DiabeticNephropathy,0_4,0.00428,Central Europe,F
Prevalence -> DiabeticNephropathy,5_9,0.00428,Central Europe,F
Prevalence -> DiabeticNephropathy,10_14,0.00436,Central Europe,F
Prevalence -> DiabeticNephropathy,15_19,0.004560000000000001,Central Europe,F
Prevalence -> DiabeticNephropathy,20_24,0.00496,Central Europe,F
Prevalence -> DiabeticNephropathy,25_29,0.006200000000000001,Central Europe,F
Prevalence -> DiabeticNephropathy,30_39,0.011000000000000001,Central Europe,F
Prevalence -> DiabeticNephropathy,40_49,0.020680000000000004,Central Europe,F
Prevalence -> DiabeticNephropathy,50_59,0.03332,Central Europe,F
Prevalence -> DiabeticNephropathy,60_69,0.04012,Central Europe,F
Prevalence -> DiabeticNephropathy,70_79,0.04916,Central Europe,F
Prevalence -> DiabeticNephropathy,80_100,0.08984,Central Europe,F
DsFreeSus -> Disability,0_4,0.02970916633991215,Central Latin America,M
DsFreeSus -> Disability,5_9,0.04210113063801236,Central Latin America,M
DsFreeSus -> Disability,10_14,0.05449309493611257,Central Latin America,M
DsFreeSus -> Disability,15_19,0.06688505923421278,Central Latin America,M
DsFreeSus -> Disability,20_24,0.079277023532313,Central Latin America,M
DsFreeSus -> Disability,25_29,0.0916689878304132,Central Latin America,M
DsFreeSus -> Disability,30_39,0.11025693427756353,Central Latin America,M
DsFreeSus -> Disability,40_49,0.13504086287376393,Central Latin America,M
DsFreeSus -> Disability,50_59,0.15982479146996437,Central Latin America,M
DsFreeSus -> Disability,60_69,0.1846087200661648,Central Latin America,M
DsFreeSus -> Disability,70_79,0.20939264866236523,Central Latin America,M
DsFreeSus -> Disability,80_100,0.24037255940761576,Central Latin America,M
DsFreeSus -> Diabetes,0_4,0.0,Central Latin America,M
DsFreeSus -> Diabetes,5_9,0.0,Central Latin America,M
DsFreeSus -> Diabetes,10_14,1e-09,Central Latin America,M
DsFreeSus -> Diabetes,15_19,0.0001,Central Latin America,M
DsFreeSus -> Diabetes,20_24,0.0004,Central Latin America,M
DsFreeSus -> Diabetes,25_29,0.0011,Central Latin America,M
DsFreeSus -> Diabetes,30_39,0.0026,Central Latin America,M
DsFreeSus -> Diabetes,40_49,0.004,Central Latin America,M
DsFreeSus -> Diabetes,50_59,0.0038,Central Latin America,M
DsFreeSus -> Diabetes,60_69,0.0027,Central Latin America,M
DsFreeSus -> Diabetes,70_79,0.0079,Central Latin America,M
DsFreeSus -> Diabetes,80_100,0.016,Central Latin America,M
Diabetes -> Disability,0_4,0.031,Central Latin America,M
Diabetes -> Disability,5_9,0.031,Central Latin America,M
Diabetes -> Disability,10_14,0.031,Central Latin America,M
Diabetes -> Disability,15_19,0.031,Central Latin America,M
Diabetes -> Disability,20_24,0.031,Central Latin America,M
Diabetes -> Disability,25_29,0.031,Central Latin America,M
Diabetes -> Disability,30_39,0.031,Central Latin America,M
Diabetes -> Disability,40_49,0.031,Central Latin America,M
Diabetes -> Disability,50_59,0.031,Central Latin America,M
Diabetes -> Disability,60_69,0.031,Central Latin America,M
Diabetes -> Disability,70_79,0.031,Central Latin America,M
Diabetes -> Disability,80_100,0.031,Central Latin America,M
Diabetes -> Deceased,0_4,0.0,Central Latin America,M
Diabetes -> Deceased,5_9,0.0,Central Latin America,M
Diabetes -> Deceased,10_14,0.0,Central Latin America,M
Diabetes -> Deceased,15_19,0.0,Central Latin America,M
Diabetes -> Deceased,20_24,0.0003054050587293928,Central Latin America,M
Diabetes -> Deceased,25_29,0.0012216202349175712,Central Latin America,M
Diabetes -> Deceased,30_39,0.002626483505072778,Central Latin America,M
Diabetes -> Deceased,40_49,0.0034205366577691994,Central Latin America,M
Diabetes -> Deceased,50_59,0.00549729105712907,Central Latin America,M
Diabetes -> Deceased,60_69,0.007268640397759549,Central Latin America,M
Diabetes -> Deceased,70_79,0.011727554255208682,Central Latin America,M
Diabetes -> Deceased,80_100,0.020156733876139924,Central Latin America,M
Diabetes -> DiabeticRetinopathy,0_4,0.0,Central Latin America,M
Diabetes -> DiabeticRetinopathy,5_9,0.0,Central Latin America,M
Diabetes -> DiabeticRetinopathy,10_14,0.0,Central Latin America,M
Diabetes -> DiabeticRetinopathy,15_19,0.0,Central Latin America,M
Diabetes -> DiabeticRetinopathy,20_24,0.0019186725516069831,Central Latin America,M
Diabetes -> DiabeticRetinopathy,25_29,0.0008576842525182008,Central Latin America,M
Diabetes -> DiabeticRetinopathy,30_39,0.003666223398780533,Central Latin America,M
Diabetes -> DiabeticRetinopathy,40_49,0.0039391579399764304,Central Latin America,M
Diabetes -> DiabeticRetinopathy,50_59,0.004679973320817174,Central Latin America,M
Diabetes -> DiabeticRetinopathy,60_69,0.008371182541155542,Central Latin America,M
Diabetes -> DiabeticRetinopathy,70_79,0.006918079811018308,Central Latin America,M
Diabetes -> DiabeticRetinopathy,80_100,0.0059392542101042506,Central Latin America,M
Diabetes -> LowerExtrmAmpt,0_4,0.0,Central Latin America,M
Diabetes -> LowerExtrmAmpt,5_9,0.0,Central Latin America,M
Diabetes -> LowerExtrmAmpt,10_14,8.206995344395369e-05,Central Latin America,M
Diabetes -> LowerExtrmAmpt,15_19,0.0015435567744159211,Central Latin America,M
Diabetes -> LowerExtrmAmpt,20_24,0.004754971106156436,Central Latin America,M
Diabetes -> LowerExtrmAmpt,25_29,0.00908214487550281,Central Latin America,M
Diabetes -> LowerExtrmAmpt,30_39,0.009323035245972507,Central Latin America,M
Diabetes -> LowerExtrmAmpt,40_49,0.001782065197306919,Central Latin America,M
Diabetes -> LowerExtrmAmpt,50_59,0.0007546750327314048,Central Latin America,M
Diabetes -> LowerExtrmAmpt,60_69,0.008309900092098766,Central Latin America,M
Diabetes -> LowerExtrmAmpt,70_79,0.018261054236232935,Central Latin America,M
Diabetes -> LowerExtrmAmpt,80_100,0.018523623362737236,Central Latin America,M
Diabetes -> DiabeticNephropathy,0_4,0.0,Central Latin America,M
Diabetes -> DiabeticNephropathy,5_9,0.0,Central Latin America,M
Diabetes -> DiabeticNephropathy,10_14,0.014,Central Latin America,M
Diabetes -> DiabeticNephropathy,15_19,0.014,Central Latin America,M
Diabetes -> DiabeticNephropathy,20_24,0.014,Central Latin America,M
Diabetes -> DiabeticNephropathy,25_29,0.014,Central Latin America,M
Diabetes -> DiabeticNephropathy,30_39,0.014,Central Latin America,M
Diabetes -> DiabeticNephropathy,40_49,0.014,Central Latin America,M
Diabetes -> DiabeticNephropathy,50_59,0.014,Central Latin America,M
Diabetes -> DiabeticNephropathy,60_69,0.014,Central Latin America,M
Diabetes -> DiabeticNephropathy,70_79,0.014,Central Latin America,M
Diabetes -> DiabeticNephropathy,80_100,0.014,Central Latin America,M
Prevalence -> Diabetes,0_4,0.0,Central Latin America,M
Prevalence -> Diabetes,5_9,0.0,Central Latin America,M
Prevalence -> Diabetes,10_14,0.0074447,Central Latin America,M
Prevalence -> Diabetes,15_19,0.0078545,Central Latin America,M
Prevalence -> Diabetes,20_24,0.008537500000000002,Central Latin America,M
Prevalence -> Diabetes,25_29,0.010791400000000001,Central Latin America,M
Prevalence -> Diabetes,30_39,0.0200802,Central Latin America,M
Prevalence -> Diabetes,40_49,0.040023800000000005,Central Latin America,M
Prevalence -> Diabetes,50_59,0.0627677,Central Latin America,M
Prevalence -> Diabetes,60_69,0.07519830000000001,Central Latin America,M
Prevalence -> Diabetes,70_79,0.0881753,Central Latin America,M
Prevalence -> Diabetes,80_100,0.14691330000000002,Central Latin America,M
DiabeticRetinopathy -> Disability,0_4,0.338,Central Latin America,M
DiabeticRetinopathy -> Disability,5_9,0.338,Central Latin America,M
DiabeticRetinopathy -> Disability,10_14,0.338,Central Latin America,M
DiabeticRetinopathy -> Disability,15_19,0.338,Central Latin America,M
DiabeticRetinopathy -> Disability,20_24,0.338,Central Latin America,M
DiabeticRetinopathy -> Disability,25_29,0.338,Central Latin America,M
DiabeticRetinopathy -> Disability,30_39,0.338,Central Latin America,M
DiabeticRetinopathy -> Disability,40_49,0.338,Central Latin America,M
DiabeticRetinopathy -> Disability,50_59,0.338,Central Latin America,M
DiabeticRetinopathy -> Disability,60_69,0.338,Central Latin America,M
DiabeticRetinopathy -> Disability,70_79,0.338,Central Latin America,M
DiabeticRetinopathy -> Disability,80_100,0.338,Central Latin America,M
DiabeticRetinopathy -> Deceased,0_4,0.0,Central Latin America,M
DiabeticRetinopathy -> Deceased,5_9,0.0,Central Latin America,M
DiabeticRetinopathy -> Deceased,10_14,0.0,Central Latin America,M
DiabeticRetinopathy -> Deceased,15_19,0.0,Central Latin America,M
DiabeticRetinopathy -> Deceased,20_24,0.0006,Central Latin America,M
DiabeticRetinopathy -> Deceased,25_29,0.003,Central Latin America,M
DiabeticRetinopathy -> Deceased,30_39,0.0083,Central Latin America,M
DiabeticRetinopathy -> Deceased,40_49,0.0112,Central Latin America,M
DiabeticRetinopathy -> Deceased,50_59,0.0181,Central Latin America,M
DiabeticRetinopathy -> Deceased,60_69,0.0244,Central Latin America,M
DiabeticRetinopathy -> Deceased,70_79,0.0381,Central Latin America,M
DiabeticRetinopathy -> Deceased,80_100,0.0649,Central Latin America,M
Prevalence -> DiabeticRetinopathy,0_4,0.0,Central Latin America,M
Prevalence -> DiabeticRetinopathy,5_9,0.0,Central Latin America,M
Prevalence -> DiabeticRetinopathy,10_14,0.0,Central Latin America,M
Prevalence -> DiabeticRetinopathy,15_19,0.0,Central Latin America,M
